Points,Wins,Last 10 Rank,Post Season Finish 
85,40,19.0,5
94,42,12.0,5
102,48,13.0,4
85,40,13.5,4
102,47,14.5,4
87,40,15.0,5
86,39,3.5,5
64,30,28.0,5
96,44,16.5,5
74,33,3.5,5
107,48,16.5,5
100,46,10.5,5
93,41,15.0,4
92,42,21.5,2
82,38,15.0,5
99,46,13.5,5
100,44,6.0,5
82,38,14.5,2
97,45,10.0,3
108,50,15.0,4
95,44,21.0,5
87,39,13.5,5
92,42,13.5,5
81,36,16.5,4
83,38,17.0,5
111,51,7.5,3
100,46,19.5,5
97,43,4.0,5
99,46,10.5,5
92,42,15.5,5
103,46,13.0,5
98,43,14.0,5
106,50,10.0,4
55,24,4.0,5
92,40,14.5,5
93,41,21.0,3
98,45,10.5,5
102,46,15.0,5
102,48,16.5,5
82,36,6.5,3
84,38,9.5,5
96,42,19.5,4
106,48,10.0,4
74,33,5.0,5
80,36,14.0,5
96,44,19.0,5
95,44,16.0,5
80,36,14.5,4
104,47,14.5,3
92,41,19.0,5
96,43,24.5,5
92,41,22.0,5
75,33,5.5,5
98,44,14.5,5
72,32,19.0,5
66,29,12.0,5
78,37,7.0,5
84,36,14.5,4
108,48,11.5,4
91,41,13.0,5
78,36,2.5,4
102,48,17.5,5
90,40,17.0,3
104,47,21.0,4
100,46,9.0,5
80,35,3.0,5
93,43,17.5,5
101,44,13.0,5
92,42,19.5,5
99,43,17.5,5
84,37,23.5,4
104,46,15.5,2
84,39,15.0,5
100,44,6.5,5
74,32,5.5,4
96,42,4.5,5
56,24,13.5,4
107,49,1,4
80,37,5.5,5
73,31,24.0,5
90,40,3.5,5
85,37,15.5,5
90,42,25.0,5
106,50,17.5,5
98,44,5.5,4
86,38,8.0,3
97,44,25.5,5
100,46,8.0,1
91,42,9.0,5
84,37,25.0,5
102,47,10.5,4
93,43,9.5,5
73,34,8.0,5
99,44,10.0,5
100,47,13.0,5
66,28,18.0,5
96,44,17.0,4
90,39,9.0,5
105,48,9.0,5
102,47,15.5,5
96,40,14.5,5
80,37,15.5,5
76,36,10.0,4
94,43,23.5,5
70,32,24.5,5
113,52,8.0,5
104,46,19.0,5
102,46,11.5,5
100,46,13.0,5
98,44,18.5,5
76,35,23.0,4
102,46,6.0,5
74,32,19,5
108,50,5.5,5
94,42,15.5,5
103,46,17.0,5
87,37,12.5,5
103,46,5.0,4
92,40,14.0,5
100,45,5.0,5
104,48,18.0,5
102,46,9.0,5
102,45,26.5,5
82,38,20.5,4
112,52,9.0,5
112,49,3.0,4
82,38,9.5,5
100,44,11.0,5
97,44,5.5,4
83,38,23.5,5
78,37,22.5,4
94,43,13.0,5
89,40,13.0,5
98,42,14.0,5
78,34,12.5,5
87,40,17.0,5
101,46,23.0,5
58,25,12.0,5
111,51,5.5,5
104,49,18.5,5
90,42,6.0,5
95,40,10.0,5
96,44,19.5,5
94,42,14.0,5
98,46,12.0,5
101,48,16.0,4
102,47,22.0,5
86,40,7.0,5
101,47,18,5
96,44,10.0,4
84,39,18.0,5
76,34,12.5,5
99,46,19.0,5
92,42,15.0,5
94,43,14.0,5
98,46,14.0,5
62,26,26.0,5
103,47,11.5,5
106,48,12.5,5
115,52,9.5,4
86,38,5.5,4
108,50,14.0,5
80,36,13.5,4
80,38,11.5,5
91,39,10.5,5
94,42,17.0,5
86,38,14.5,4
92,40,11.5,5
112,51,14.5,5
103,48,12.0,2
84,36,17.0,5
92,41,27.0,5
104,48,10.0,5
98,46,24.0,5
99,45,7.5,5
82,37,17.5,5
98,45,25.0,4
104,46,18.0,5
100,46,17.0,5
93,42,19.5,5
92,40,13.0,4
78,35,15.0,4
92,42,20.0,5
90,40,14.5,5
72,33,13.0,5
92,42,17.5,5
100,46,16.5,4
106,49,14.0,5
92,40,23.0,5
100,48,16.5,5
81,37,28.5,5
97,43,12.0,5
90,40,15.5,5
93,42,10.0,3
67,29,22.0,5
94,42,11.5,5
112,50,4.5,4
110,52,10.5,4
92,41,5.5,5
92,40,10.0,5
72,34,17.0,4
112,51,11.0,5
103,46,4.0,5
101,46,8.5,5
104,48,5.0,5
100,46,8.5,5
76,33,24.0,5
90,38,6.5,5
100,44,2.0,5
96,44,22.5,5
104,47,18.0,5
93,44,13,3
100,46,20.0,5
106,48,11.0,4
92,42,15.5,4
107,48,10.5,4
109,50,8.5,3
94,42,7.0,5
103,46,9.5,4
92,40,16.5,5
100,46,12.0,4
92,41,10.5,4
99,44,17.0,4
93,42,14.5,3
76,35,12.0,5
82,38,23.5,4
104,48,13.5,5
92,42,5.0,5
100,46,18.0,5
82,35,17.0,3
62,29,9.5,5
72,32,10.0,5
93,42,11.0,5
90,40,28.5,5
78,36,22.0,4
97,44,22.5,5
79,38,20.0,4
99,46,6.5,5
100,46,6.5,5
96,42,15.0,4
73,34,14.0,5
75,33,15.0,5
70,33,20.5,5
82,38,8.0,5
92,40,16.0,5
92,43,16.5,4
98,46,8.0,3
101,46,5.0,4
100,46,18.5,5
74,36,13.5,5
82,36,17.0,5
102,46,20.0,4
100,45,16.5,5
106,48,8.5,5
96,44,17.5,5
102,46,12.5,5
86,40,12.0,5
104,48,15.0,5
90,40,23.5,5
87,40,15.0,5
108,49,14.0,5
94,44,10.5,5
106,50,8.5,5
110,52,15.0,4
105,50,24.0,5
108,50,14.0,5
77,34,5.5,5
96,44,9.5,5
103,47,8.0,5
80,36,15.5,4
98,44,5.0,5
102,47,8.5,5
70,32,20.5,5
104,48,12.5,5
82,36,15.0,5
88,36,13.0,5
60,28,11.5,5
89,40,8.5,5
104,48,10.0,2
98,44,10.5,5
60,28,13.0,4
86,42,11.5,5
98,44,9.5,5
78,34,11.0,5
102,47,22.0,5
99,46,6.5,4
77,36,6.5,5
83,37,16.0,3
78,34,10.0,5
81,38,10.5,3
104,48,9.0,4
104,48,17.5,5
82,36,10.0,5
63,28,12.5,5
108,50,17.5,5
94,40,16.0,5
93,42,22.0,5
92,39,14.0,4
92,42,17.5,5
72,34,11.0,5
76,34,8.5,5
101,46,18.5,5
82,35,17.0,5
103,46,7.0,5
92,40,17.0,5
72,33,17.0,4
92,41,11.5,5
84,38,6.5,5
101,45,16.0,2
94,42,16.5,5
96,45,10.0,4
80,36,13.0,5
66,30,10.0,5
100,46,6.0,3
100,45,8.5,5
96,42,11.0,4
92,38,15.5,5
97,44,5.0,5
98,44,21.5,1
97,46,6.0,5
88,42,17.0,5
95,44,15.0,5
106,48,15.0,5
100,46,5.5,5
88,39,15.5,5
106,50,9.5,3
83,38,16.5,5
106,48,9.5,4
92,42,17.5,4
88,42,5.5,5
106,50,12.0,4
105,49,10.0,4
104,47,21,5
85,38,22.0,5
111,50,12.0,5
94,42,13.0,4
93,43,10.0,3
65,28,13.5,5
110,51,27.5,5
96,44,11.5,5
84,38,19.5,5
98,44,12.0,5
79,36,16.5,5
112,52,9.0,5
80,35,23.5,5
91,40,8.0,5
105,47,6.5,5
95,44,4.0,3
62,28,15.5,5
100,46,15.0,5
89,38,21.0,5
82,38,21.5,4
82,36,8.5,5
104,48,12.0,5
70,32,11.0,4
106,48,17.0,5
82,36,7.0,5
92,40,19.5,4
96,44,10.0,5
78,34,19.0,2
79,36,17.5,5
93,39,10.0,5
90,40,6.0,5
70,31,8.0,5
79,36,26.0,5
102,46,8.5,5
97,44,10.0,3
89,40,17.0,5
86,39,6.0,5
108,49,9.0,5
76,34,15.5,5
86,40,19.5,4
84,38,24.5,4
90,40,21.5,5
91,40,23.0,4
105,48,13.5,5
65,28,13.0,5
56,24,5.5,5
100,46,10.5,5
94,44,2.5,5
102,46,4.0,5
94,42,11.0,5
106,50,15.0,5
112,52,15.5,4
107,49,9.5,5
82,38,18.0,5
104,48,5.5,5
106,49,6.5,4
70,30,17.0,5
106,49,22.0,5
76,34,17.0,4
102,47,12.0,5
72,32,12.5,5
96,42,8.5,4
98,44,6.5,5
84,38,25.0,5
90,41,12.5,4
98,46,19.0,5
90,40,16.5,5
100,44,13.5,5
90,41,24.5,5
75,34,14.0,5
70,32,23.0,5
88,38,7.0,4
88,40,23.5,5
103,46,2.5,5
81,38,6.0,5
78,36,10.5,5
108,50,4.5,4
78,34,3.5,5
104,50,20.0,5
74,34,21.0,5
100,46,13.0,5
101,46,23.0,5
87,42,12.0,4
104,46,6.0,5
96,42,11.0,5
56,24,8.0,5
92,41,8.5,5
86,40,12.5,5
96,44,11.0,5
76,34,8.5,5
74,34,14.0,5
106,48,8.5,5
77,34,20.5,3
106,49,16.0,4
76,36,17.0,5
109,50,12.5,4
98,46,17.0,5
93,42,19.0,5
66,30,13.0,4
98,45,12.5,5
110,51,8.0,5
93,40,19.0,5
98,44,11.5,4
99,43,18.5,5
94,42,26.0,5
101,44,10.5,5
91,42,15.5,5
110,51,7.5,5
98,46,7.0,4
87,36,17.5,5
112,51,13.5,4
82,36,13.5,5
80,37,4.5,4
48,22,28,4
78,36,12.5,5
102,47,7.5,5
106,50,25.5,5
75,32,16.0,5
88,40,22.0,5
68,32,8.0,3
77,33,16.5,5
88,42,17.0,5
99,44,4.5,5
73,32,16.0,5
110,50,11.0,2
75,34,4.0,3
100,44,6.5,5
104,47,3.5,5
83,38,3.0,5
108,49,23.5,4
101,46,10.5,1
77,36,16.5,5
81,38,6.0,5
72,32,9.5,5
86,40,17.5,5
91,42,15.0,5
98,44,7.5,5
98,45,13.0,5
66,27,23.0,5
94,42,7.5,5
82,38,11.0,5
96,44,9.5,5
104,48,4.0,5
104,48,17.0,5
82,37,5.5,5
88,41,10.0,1
82,36,21.0,5
92,41,3,4
86,39,19.5,5
99,46,17.0,5
94,42,3.0,5
90,41,11.0,5
104,48,14.5,5
62,28,20.5,5
95,41,10.0,4
102,47,6.5,5
92,42,13.5,5
105,48,9.0,3
108,51,12.0,5
110,50,8.0,5
96,44,13.5,5
58,26,6.0,5
77,35,16.0,5
88,38,18.5,5
78,37,5.0,5
77,33,21.5,5
67,32,13.5,4
71,32,18.5,5
78,35,17.0,5
96,43,9.5,5
82,37,11.0,5
99,44,9.5,5
112,51,26.0,4
84,36,21.0,5
102,47,6.5,5
94,43,12.5,5
56,25,11.0,5
102,48,8.5,5
94,42,24.5,5
92,41,7.0,5
90,41,21.5,2
118,56,13.0,5
103,46,5.0,4
103,46,19.5,5
106,50,13.0,5
90,42,8.0,5
98,44,14.0,5
104,48,16.0,5
81,36,27.0,5
100,46,18.0,5
112,52,17.0,5
88,38,10.0,5
105,46,16.0,5
82,38,12.0,5
93,42,20.5,5
86,40,18.0,4
80,35,22.0,5
76,34,9.0,5
97,43,15.5,5
106,50,5.0,5
98,45,11.0,5
107,50,14.5,4
94,40,14.5,5
91,42,21.0,5
82,35,28.5,5
92,44,2.0,3
96,44,8.5,4
88,41,29.0,5
108,48,14.5,4
99,45,6.5,5
93,40,6.0,4
88,40,22.5,5
92,41,7.0,5
102,47,6.5,4
96,44,14.5,5
82,38,13.5,5
73,31,9.5,5
114,54,3.0,4
91,40,2.0,5
100,44,12.0,5
102,46,26.0,4
110,52,10.0,5
100,46,9.5,4
98,42,16.5,5
110,51,7.5,5
104,46,6.0,5
99,44,10.5,5
98,44,14.5,5
96,44,5.5,5
99,44,10.0,5
93,40,12.0,5
83,38,17.5,5
83,38,16.5,5
98,43,27,1
82,38,17.0,5
95,43,18.0,5
80,36,22.0,4
82,38,10.5,4
63,29,17.5,5
79,36,6.5,5
103,48,17.5,5
94,43,15.0,1
102,45,14.5,5
50,22,18.5,5
84,37,22.0,4
67,28,20.0,5
90,42,4.5,5
95,43,18.0,5
116,54,8.0,4
92,43,9.0,5
101,45,12.0,5
74,34,10.5,4
96,43,18.0,5
115,53,15.0,4
96,44,17.5,5
98,45,25.5,5
108,50,21.0,3
98,46,21.5,5
105,46,15.0,5
93,41,24.5,5
102,46,4.5,5
103,48,20.5,5
94,43,11.0,1
94,42,15.5,4
86,37,22.5,5
96,44,11.5,4
112,53,11.5,5
83,37,23.5,5
93,44,10.5,1
84,39,19.5,5
104,48,15.0,3
108,48,20.5,4
104,48,12.0,5
86,38,10.5,5
92,42,14.0,5
75,35,25.0,4
103,48,5.0,5
64,28,28.5,5
77,34,18.5,5
108,50,20.5,5
98,44,9.5,5
63,27,24.0,5
80,34,13.5,4
88,40,7.5,5
102,47,28.0,5
88,40,12.0,5
108,50,19.5,4
82,36,21.0,5
101,45,16.0,4
94,42,13.0,4
94,43,24.5,5
110,51,7.5,4
100,44,13.0,5
104,48,12.0,5
88,38,13.0,4
98,44,13.0,5
94,42,10.0,5
90,41,18.5,4
78,34,29.5,5
96,42,17.0,4
75,32,7.0,5
94,43,20.5,5
100,46,13.0,5
94,42,10.5,5
100,46,8.0,5
94,44,20.0,5
92,40,18.5,5
119,54,8.5,4
112,51,2.0,4
95,40,10.5,5
98,44,6.5,5
87,39,13.5,5
93,43,18.5,5
101,46,9.0,5
102,46,4.0,1
74,32,10.0,5
99,46,10.0,5
96,44,10.0,5
112,51,10.5,3
112,52,8.0,5
92,40,10.0,5
90,39,13.0,5
96,45,24.0,5
100,46,20.0,5
91,42,19.0,5
110,51,24.0,5
115,52,9.0,3
94,43,21.0,4
102,46,11.0,3
98,43,7.0,5
105,48,9.0,4
102,46,12.0,3
113,52,8.0,5
104,49,14.5,5
72,32,11.5,5
82,38,3.5,5
102,46,11.0,4
76,32,9.5,5
86,38,21.0,5
108,50,5.0,5
89,40,15.5,4
96,42,14.5,5
90,40,8.5,4
72,32,14.5,5
92,41,20.0,5
96,43,6.0,4
77,36,4.0,5
92,42,6.5,5
110,50,22.5,5
117,54,3.5,1
90,38,18.5,5
97,46,9.0,5
94,42,9.5,4
86,40,12.5,5
79,36,3.0,5
90,42,24.5,5
90,40,11.5,5
92,44,1.5,5
103,48,14.0,5
90,42,21.0,5
96,42,14.5,5
104,48,14.0,5
100,46,13.0,5
99,44,17.0,5
79,36,7.0,5
93,42,6.0,5
90,40,23.5,5
110,51,10.0,4
84,38,25.5,5
102,46,13.5,4
95,42,10.0,5
97,42,13.5,4
100,46,13.5,4
99,44,17.5,4
106,48,15.0,4
102,48,17.5,4
77,34,22.0,5
74,34,15.0,5
82,36,15.0,5
92,42,11.0,5
80,34,12.5,5
74,34,8.0,4
84,36,8.5,4
66,28,11.5,5
115,53,2.5,3
88,41,18.5,4
70,32,13.5,5
83,36,27.0,5
98,45,8.0,5
102,48,21.0,5
90,40,26.5,5
92,42,19.5,4
74,34,18.0,5
76,33,16.0,4
109,52,10.5,4
92,42,16.5,5
102,46,14.5,5
68,29,14.0,5
80,36,19.5,4
87,38,23.0,5
74,31,12.0,5
100,46,22.5,5
80,34,19.0,5
88,41,21.5,5
68,30,13.0,4
96,44,15.0,2
57,28,10.0,4
108,50,5.5,5
98,45,11.0,5
100,46,9.0,4
94,42,13.5,5
100,44,6.0,4
99,46,4.5,5
88,40,18.5,5
100,44,7.5,4
84,37,20.0,5
96,41,13,2
64,29,22.5,5
99,46,21.5,3
78,35,8.0,5
86,38,21.5,5
72,30,4.0,5
82,36,17.0,4
98,44,20.5,5
93,44,9.0,3
105,48,12.5,5
112,52,8.5,1
78,36,13.0,5
94,41,12.0,4
102,46,7.0,1
72,33,14.0,5
104,46,12.0,5
103,48,13.5,5
110,51,10.0,5
90,42,7.0,5
90,40,10.0,5
96,44,19.5,5
78,36,22.0,5
66,28,28.0,5
92,42,12.5,5
100,46,16.5,5
93,41,14,5
89,39,4.5,4
58,28,4.0,5
106,50,12.0,5
106,48,14.5,4
101,44,17.0,5
82,36,13.0,5
88,40,23.0,5
77,36,4.0,1
98,44,3.5,5
104,48,13.0,5
101,48,13.5,5
82,39,9.0,5
78,37,5.5,5
89,40,28.0,5
100,46,14.0,5
97,42,12.0,3
105,49,3,1
110,52,11.5,4
97,44,11.0,5
88,38,9.5,5
80,36,13.5,2
100,46,7.5,5
86,39,13.0,5
102,46,17.5,5
91,43,21.5,5
100,46,6.0,5
103,48,11.5,5
94,44,19.0,5
84,36,5.0,4
99,43,11.0,5
84,38,25.0,5
102,48,10.5,5
96,44,14.0,5
89,39,16.0,5
80,34,24,4
100,46,14.5,5
88,39,6.5,4
94,43,17.0,5
70,32,17.0,5
97,44,11.0,5
70,32,19.0,5
84,38,16.5,5
92,42,18.0,4
91,40,21.5,5
91,42,12.5,5
78,36,15.0,5
94,40,20.0,5
106,48,16.0,5
80,38,12.0,4
104,47,13.0,4
98,44,12.0,5
98,44,20.0,5
79,36,15.0,5
108,50,14.5,5
86,37,14.0,3
102,46,2.0,4
101,46,14.0,3
95,40,13.0,5
106,48,7.0,5
102,47,11.5,5
100,45,11.0,5
116,54,12.0,4
50,22,13.5,5
88,39,18.0,5
101,44,23.0,4
98,44,11.5,5
107,50,15.5,3
68,29,13.5,5
88,40,11.5,5
84,39,21.0,4
92,41,20.0,5
100,45,13.0,5
102,47,5.0,4
106,49,14.0,4
98,45,8.5,5
104,48,10.0,5
80,36,17.5,5
116,55,4.5,5
100,45,12.0,5
86,40,13.0,5
102,46,6.0,3
99,44,12.5,4
100,45,16.0,2
99,42,14.5,5
104,46,11.0,5
102,46,17.0,5
69,31,12.0,5
106,48,7.0,5
76,35,10.0,5
106,48,18.5,5
68,30,12.0,5
102,46,12.0,5
99,44,10.5,5
88,38,9.5,5
78,36,19.5,4
68,30,17.0,5
96,45,15.5,5
90,40,23.5,5
103,48,11.5,5
94,40,10.5,5
92,40,18.0,5
106,48,13.5,5
110,51,16.0,5
106,48,10.5,5
102,48,10.5,5
95,43,15,5
106,48,12.5,5
81,34,19.5,5
85,36,21.0,4
98,44,6.5,5
102,46,7.5,5
102,46,15.5,5
84,36,25.0,5
80,37,24.5,5
96,44,21.5,5
96,42,5.0,5
98,45,5.0,2
92,44,27.0,5
98,44,7.5,5
94,42,19.0,5
102,44,17.0,5
98,44,15.5,4
108,50,6.5,4
90,40,16.5,5
105,48,9.5,1
69,31,14.5,5
89,40,16.0,5
94,44,14.5,5
48,20,19.0,5
88,39,16.5,5
96,44,25.0,5
116,54,6.5,5
94,43,14.5,5
106,48,7.5,3
92,41,10.0,5
89,40,25.0,5
113,52,11.0,5
94,42,17.0,5
70,32,17.0,5
104,47,15.0,5
85,40,14.5,5
92,40,18.5,5
66,30,15.0,4
98,44,16.0,4
92,42,13.5,4
105,48,12.0,2
100,46,3.0,5
112,52,7.0,5
106,48,18.0,5
86,38,19.0,5
104,48,11.0,5
99,46,10.0,3
87,38,16.0,5
93,43,15.5,3
90,40,15.5,5
84,38,11.5,5
91,39,15.5,5
98,45,9.5,5
90,40,14.0,5
98,44,19.5,5
94,43,6.5,5
79,34,6.0,5
104,47,24.0,4
108,50,8.5,5
96,45,13.0,5
77,34,11.0,4
106,49,11.0,5
108,50,20.0,5
86,40,12.0,5
100,44,17.0,4
86,40,18.5,5
88,40,20.5,4
72,34,25.0,5
84,38,20.0,5
94,42,8.5,5
76,32,15.0,5
111,51,9.5,5
57,25,10.5,5
90,42,19.0,5
76,31,21.5,4
80,36,16.0,4
85,36,22.0,4
94,44,10.0,5
78,35,3.0,5
103,48,16.0,5
103,48,10.5,5
95,43,24,5
88,39,28.5,5
98,44,3.5,5
100,44,15.0,5
98,43,11.5,4
86,40,12.5,5
112,51,14.5,5
112,52,21.5,5
100,44,21.0,5
82,36,22.0,5
114,52,16.0,5
94,41,19.0,5
100,44,15.5,5
91,41,9.0,5
108,50,6.0,5
71,31,11.5,5
86,38,18.5,4
106,48,21.5,5
96,44,8.0,4
81,36,10.5,5
89,39,18.5,5
86,37,22.0,3
105,48,8.5,3
103,45,6.0,5
79,34,10.5,5
106,48,6.0,4
94,44,10.5,5
88,39,19.0,5
68,32,29.0,5
78,36,7.0,4
100,44,23.0,5
71,31,12.5,5
88,40,2.5,1
104,49,16.0,5
100,46,7.0,3
88,40,11.0,3
102,46,14.5,4
98,44,23.0,5
98,45,17.5,5
102,46,13.0,5
95,43,13.0,5
100,44,18.5,4
92,40,17.0,4
106,50,5.0,5
90,40,12.0,5
82,38,16.0,4
68,30,19.5,5
74,34,23.5,5
99,43,9.5,5
103,46,17.5,5
102,48,4.5,5
52,23,16.5,5
104,46,3.0,3
72,31,17.0,5
100,46,9.5,5
100,45,3.5,4
104,48,17.5,5
102,44,16.0,3
77,36,21.0,5
102,46,5.5,4
76,36,10.0,5
106,48,13.5,4
90,39,14.0,4
104,48,12.5,5
86,42,5.5,5
90,41,13.5,5
107,48,8.5,5
92,43,4.5,5
102,46,10.5,5
84,36,14.5,5
92,44,4.5,5
100,46,21.5,5
106,49,6.0,5
79,34,15.5,5
92,42,15.5,5
108,50,8.0,5
100,45,14.0,3
98,44,5.0,4
110,50,22.0,5
82,36,18.0,5
110,50,3.0,3
71,32,18.5,5
96,43,7.0,5
104,48,21.5,5
94,42,26.0,5
91,40,12.0,5
99,44,4.0,4
98,45,12.5,5
74,36,4.0,5
84,38,25.0,5
94,42,13.5,5
96,43,11.0,5
102,46,7.0,4
94,42,16.0,4
102,46,10.0,5
98,45,15.5,4
104,48,12.0,5
85,38,17.0,5
106,48,3.0,3
78,36,18.5,5
77,35,27.0,5
92,42,15.0,5
88,39,11.5,3
90,40,16.5,4
102,47,12.5,5
91,40,13.5,4
104,48,10.0,5
97,45,11.5,5
100,44,3.0,5
110,50,12.0,4
90,38,19.5,5
78,36,11.5,5
76,34,4.5,5
82,38,19.0,5
82,37,11.0,5
96,42,16.5,3
105,48,12.5,5
90,40,13.0,5
100,46,13.5,4
99,44,4.0,4
96,44,10.5,5
91,40,8.5,5
103,47,8.0,5
76,36,8.5,5
83,35,14.0,5
92,44,4.5,5
102,46,14.5,5
95,44,9.5,4
92,41,17.5,4
82,34,20.0,5
82,38,15.0,4
58,26,22.5,5
84,40,19.0,5
73,32,17.0,5
96,40,20.0,5
106,49,5.5,5
78,36,14.0,4
115,54,5.5,5
114,52,13.0,5
90,42,18.5,5
91,42,11.0,5
106,48,8.5,3
94,43,12.0,5
85,40,19.0,5
102,48,10.5,5
96,42,17.0,2
104,48,11.5,5
106,48,17.5,5
90,40,7.0,5
86,38,13.5,5
92,42,15.0,3
104,48,11.0,5
100,44,8.0,4
96,42,18.0,5
93,40,11.0,5
96,44,16.5,4
93,42,22.5,5
84,38,4.5,5
102,48,7.0,5
78,36,13.0,5
66,32,19.5,5
86,42,6.0,5
82,34,11.5,5
88,40,7.5,5
93,42,9.5,5
100,45,5.5,5
89,41,18.0,5
92,44,23.5,5
84,36,25.5,5
98,44,17.5,5
86,38,20.0,5
112,50,19.0,4
102,46,7.5,5
88,38,15.5,4
78,37,23.0,4
90,41,13.0,5
108,50,7.5,4
90,41,21.0,5
100,46,12.5,5
92,41,16.0,5
86,40,24.5,5
81,36,14.0,4
102,46,20.0,5
100,46,15.5,2
94,42,19.0,5
80,35,14.5,4
94,42,10.5,5
77,36,12.5,5
101,46,21.5,5
112,51,9.0,3
82,35,22.5,5
80,37,19.0,5
97,45,14.5,4
108,49,9.0,5
94,41,3.5,5
77,36,16.5,5
82,38,10.5,5
98,45,8.5,5
107,49,1,3
104,48,3.5,4
115,55,15.5,5
101,47,15.5,5
106,49,11.0,5
107,50,8.5,3
84,36,27.5,5
68,29,13.5,5
95,44,21.5,5
81,36,18.5,5
104,47,3.0,4
106,47,8.5,3
98,46,8.0,5
93,43,22.5,5
94,42,9.5,3
106,47,16.5,4
80,38,8.5,5
89,40,15.0,4
85,38,10.5,5
94,44,13.0,5
96,44,12.0,4
102,46,16.0,5
106,49,9.5,4
96,44,8.5,5
102,48,4.5,4
108,50,4.0,4
88,40,13.0,5
88,40,8.5,4
108,50,12.0,5
98,44,11.5,5
96,42,7.0,5
81,36,14.0,4
74,33,20.0,5
72,32,8.5,5
102,46,11.0,2
108,50,7.5,4
98,44,12.5,5
90,38,14.0,5
80,35,9.0,5
100,46,15.5,5
103,48,17.5,5
84,38,18.5,4
104,46,15.5,5
108,48,15.5,4
96,41,13.0,4
88,40,18.5,5
78,36,10.5,5
84,38,22.0,5
75,33,9.0,4
76,34,15.5,4
94,42,23.5,5
90,42,12.0,5
100,46,13.5,4
96,44,5.5,4
98,44,12.5,5
86,40,14.5,3
110,50,4.5,5
104,48,19.5,3
114,54,7.0,5
90,42,8.0,5
78,36,13.5,5
76,35,8.5,4
110,51,11.0,4
82,38,19.0,4
80,36,15.0,5
95,41,1.0,5
108,49,15.5,4
100,46,24.0,5
110,51,21.5,4
107,50,16.0,5
81,38,5.0,5
75,36,9.0,5
110,52,6.5,5
73,34,15.5,5
84,37,21.5,5
104,48,9.0,5
90,42,16.0,5
90,42,18.5,5
80,35,13.0,5
106,48,17.0,2
106,50,3.5,4
93,42,14.5,5
106,49,2.5,5
74,34,11.0,5
84,40,10.5,5
102,46,3.0,3
74,32,18.0,5
54,24,8.5,5
78,36,15.5,3
95,44,20.5,5
100,46,7.0,5
108,48,6.5,5
95,43,12.5,5
89,37,21.0,5
98,43,13.5,5
78,35,10.5,5
103,48,7.0,5
100,46,8.0,5
91,42,22.5,5
88,40,17.5,5
84,37,21.5,5
98,44,17.5,5
90,40,17.5,5
101,48,16.0,5
104,46,15.5,5
104,48,7.0,1
104,47,16.0,5
55,24,29.5,5
111,52,18.5,4
63,27,19.0,5
100,44,6.5,5
104,46,16.0,4
90,40,24.5,5
97,42,20.0,5
76,32,13.0,5
76,34,18.5,5
105,48,8.5,5
94,42,15.5,5
108,49,10.0,5
79,35,16.0,5
102,47,7.0,5
102,46,13.5,4
94,42,14.0,5
94,42,14.0,4
94,42,15.0,5
97,44,1.0,5
108,50,10.5,5
102,46,14.0,2
105,48,17.0,1
86,38,21.5,4
89,40,10.5,4
78,35,15.5,5
100,46,9.5,5
99,44,17.5,5
90,40,13.5,5
100,46,25.0,5
98,44,11.0,5
93,40,14.0,5
83,39,2.0,3
101,47,7.0,2
90,42,4.5,5
80,36,11.0,5
105,48,9.0,4
106,48,6.5,4
100,46,5.5,1
94,43,6.0,5
103,48,10.0,5
103,48,4.5,5
88,39,22.5,5
96,45,11.5,1
91,41,23.0,4
100,43,18.5,5
104,48,12.0,5
80,38,11.5,2
106,50,5.0,5
108,50,6.5,5
96,44,21.5,5
104,49,16.0,5
103,48,13.5,5
100,44,10.5,5
97,44,8.5,3
100,46,13.0,4
105,48,10.0,4
86,38,27.0,5
100,47,14.5,4
70,30,25.0,5
91,43,7.0,5
106,47,1.5,4
98,45,13.0,5
106,48,7.5,5
86,38,25.5,5
78,36,12.0,4
108,50,6.0,5
88,40,11.5,5
95,44,15.5,5
95,42,15.0,5
102,48,14.5,5
102,46,5.5,5
106,46,15.5,5
94,41,7.0,5
86,38,18.0,5
82,37,17.5,5
86,38,13.5,5
108,50,4.0,5
105,48,16.0,5
93,42,19.0,4
66,30,24.0,5
80,35,16.0,5
114,52,5.5,5
67,30,15.5,5
108,50,20.5,5
80,36,23.0,4
94,42,23.0,5
98,46,7.5,4
76,34,22.0,5
98,43,9.5,5
113,52,10.5,5
82,38,5.0,5
98,44,18.0,5
99,46,18.0,5
98,44,12.0,5
115,54,12.0,5
110,48,16.0,5
78,36,9.0,5
76,34,4.5,5
103,48,13.5,3
91,41,9.5,5
95,44,2.5,5
98,44,13.0,5
59,27,15.5,4
94,42,22.5,5
94,41,10.5,5
105,48,4.5,4
101,44,13.0,5
108,52,9.5,5
92,44,16.5,5
106,46,8.5,5
88,38,15.5,5
96,44,23.5,5
98,43,11.0,4
98,44,21.0,5
110,49,6.5,4
78,34,15.0,5
94,42,20.5,5
74,34,15.5,5
94,42,8.0,4
62,28,19.0,5
74,32,13.0,5
80,34,22.0,5
86,38,10.5,5
73,32,14.5,5
95,42,15.5,4
102,45,26.5,5
96,42,9.0,4
100,46,9.0,4
104,48,11.5,4
86,40,22.0,5
72,33,9.5,5
80,37,8.0,5
106,48,10.0,3
87,40,6.0,5
102,47,15.0,5
